Type	String	Frequency	OMOP_ID	OMOP_Name
Drug	anti-ctla-4 monoclonal antibody	1	35807398	Anti-CTLA-4 antibody
Drug	anti-ctla4 agent	1	21602785	ANTI-PARATHYROID AGENTS
Drug	anti-cytokine release syndrome drugs	1	46271778	Cytokine release syndrome
Drug	anti-cytokine treatment	1	4328107	Cytokine
Drug	anti-cytokines	1	4328107	Cytokine
Drug	anti-diabetic agents	1	21602785	ANTI-PARATHYROID AGENTS
Drug	anti-dsdna antibody	1	4086082	Enveloped dsDNA virus
Drug	anti-epileptic drug	1	72409	ANTI-EPILEPTICS
Drug	anti-epileptic medication	1	4044716	Taking medication
Drug	anti-epileptic medications	1	4044716	Taking medication
Drug	anti-epileptics	1	72409	ANTI-EPILEPTICS
Drug	anti-epstein-barr virus	1	42903936	Epstein-Barr virus
Drug	anti-fibrinolytic agent	1	723587	FIBRINOLYTICS
Drug	anti-fungal	1	952045	amphotericin
Drug	anti-gm-csf therapy	1	40100282	sargramostim Injectable Solution
Drug	anti-hbv	1	1704183	lamivudine
Drug	anti-hcv	1	4268323	Hepatitis C virus
Drug	anti-hcv positive	1	4195804	Anti-D screening positive
Drug	anti-hcv treatments	1	1501761	Antivirals for treatment of HCV infections
Drug	anti-hiv	1	40779582	Antiretroviral/Anti-HIV
Drug	anti-hiv treatment	1	3044754	HIV treatment cohort
Drug	anti-hiv-ab	1	40779582	Antiretroviral/Anti-HIV
Drug	anti-hla antibodies	1	4300197	Blood group antibody HLA-B12
Drug	anti-human immunodeficiency virus antibodies	1	4127308	Human immunodeficiency virus antibody
Drug	anti-hypertensive agents	1	439206	Poisoning by cardiovascular system drug
Drug	anti-hypertensive drugs	1	37017293	Portal hypertension caused by antiretroviral drug
Drug	anti-il-1 immunomodulators	1	4253598	Immunomodulator
Drug	anti-il-1 therapy	1	35807409	Anti-IL-5 antibody
Drug	anti-il-1 treatment	1	35807409	Anti-IL-5 antibody
Drug	anti-il-6r	1	35807449	Anti-IL-6R antibody
Drug	anti-il-6r treatments like tocilizumab	1	35807449	Anti-IL-6R antibody
Drug	anti-il1r	1	35807405	Anti-diarrheal
Drug	anti-il6 ; alkylating agents	1	42536143	Alkylating agent
Drug	anti-il6 antibodies	1	35624341	Histone Ab
Drug	anti-il6 drug	1	724091	ANTI-PARKINSON DRUGS
Drug	anti-il6 or anti-il1r directed antibodies	1	4163958	Antinuclear antibody
Drug	anti-il6 treatment	1	4112808	Suppression treatment
Drug	anti-infectious drugs	1	36714741	Avian Infectious bronchitis virus JMK Ab
Drug	anti-inflammatory drug	1	443547	Non-steroidal anti-inflammatory drug adverse reaction
Drug	anti-inflammatory drugs	1	443547	Non-steroidal anti-inflammatory drug adverse reaction
Drug	anti-inflammatory treatment	1	724119	ANTI-INFLAMMATORY ENZYMES
Drug	anti-inflammatory treatments	1	724119	ANTI-INFLAMMATORY ENZYMES
Drug	anti-inhibitor	1	3800229	Anti-inhibitor
Drug	anti-interleukin 1	1	43531866	anti-interleukin-1.alpha. immunoglobulin G rabbit
Drug	anti-interleukin 6 treatment	1	43012761	interleukin-6
Drug	anti-interleukin [ il ] -6 antibodies	1	3580744	Anti-IL-6 antibody
Drug	anti-interleukin agents	1	21602785	ANTI-PARATHYROID AGENTS
Drug	anti-interleukin treatment	1	43531866	anti-interleukin-1.alpha. immunoglobulin G rabbit
Drug	anti-interleukin-1 agents	1	43531866	anti-interleukin-1.alpha. immunoglobulin G rabbit
Drug	anti-metabolic drugs	1	2521998	NAT2 (drug metabolism)
Drug	anti-metabolite	1	35624497	Metabolite
Drug	anti-n-ab	1	4077605	Blood group antibody N
Drug	anti-neutrophil cytoplasmic antibodies	1	4049401	Anti neutrophilic cytoplasm antibody
Drug	anti-ophidic serum	1	37398186	Serum anti-cardiolipin level
Drug	anti-pd-l1 monoclonal antibody	1	3580727	Anti-PD-L1 antibody
Drug	anti-pd1 monoclonal antibody	1	42903852	fanolesomab
Drug	anti-phospholipid antibodies	1	4125245	Anti-phospholipid antibody
Drug	anti-platelet	1	4151769	Anti-platelet prophylaxis
Drug	anti-psychiatric medications	1	4286972	Interactive medical psychiatric diagnostic interview
Drug	anti-psychotics	1	4159691	Poisoning by anti-psychotic agent
Drug	anti-rejection transplant drugs	1	430932	Transplanted organ rejection
Drug	anti-retroviral drug therapy	1	4166414	Highly active anti-retroviral therapy
Drug	anti-retroviral treatment	1	4166414	Highly active anti-retroviral therapy
Drug	anti-rheumatic drugs	1	724058	TOPICAL ANTI-RHEUMATICS
Drug	anti-sars cov2 antibodies	1	35624341	Histone Ab
Drug	anti-sars-cov-2	1	703439	Taking of swab for SARS-CoV-2
Drug	anti-sars-cov-2 neutralizing antibody	1	757679	SARS-CoV-2 (COVID19) neutralizing antibody [Titer] in Serum by pVNT
Drug	anti-sars-cov2 antibodies	1	35624341	Histone Ab
Drug	anti-seizure drugs	1	36685474	Drug-induced seizure
Drug	anti-seizure medication	1	45877476	Medical-seizure
Drug	anti-spike antibodies	1	35624341	Histone Ab
Drug	anti-t2 biologics	1	45884279	T2
Drug	anti-tb therapy	1	44811813	Anti-oestrogen therapy
Drug	anti-tb treatment	1	45876342	Currently on TB treatment
Drug	anti-tetanus serum	1	3560468	tetanus immune globulin
Drug	anti-tnf therapy	1	724047	ANTI-TNF PRODUCTS
Drug	anti-tnfα	1	724047	ANTI-TNF PRODUCTS
Drug	anti-treponema pallidum-specific antibodies	1	4025988	Treponema pallidum antibody
Drug	anti-tuberculosis ( tb ) therapy	1	4062637	Tuberculosis screening
Drug	anti-tuberculosis medication glucocorticoids	1	40796107	Glucocorticoids
Drug	anti-tuberculosis treatment	1	4256917	Reasons for treatment
Drug	anti-tumor immunotherapy	1	2008284	Injection or infusion of biological response modifier [BRM] as an antineoplastic agent
Drug	anti-tumor necrosis factor ( tnf ) agents	1	21603907	Tumor necrosis factor alpha (TNF-a) inhibitors
Drug	anti-tumoral necrosis factor ( tnf ) - α drugs	1	45769355	Anti-tumor necrosis factor drug monitoring
Drug	anti-viral agents	1	4026588	Presumed viral agent
Drug	anti-viral medication	1	4299658	Anti viral antibody
Drug	anti-viral medications	1	4299658	Anti viral antibody
Drug	anti-viral nucleoside analog drug	1	37018197	Nucleoside analog
Drug	anti-viral nucleoside-analog drug	1	37018197	Nucleoside analog
Drug	anti-viral specific agents	1	724057	SPECIFIC ANTI-RHEUMATIC AGENTS
Drug	anti-viral therapies	1	35807444	Oncolytic viral therapy
Drug	anti-vitamin k	1	4307387	Blood group antibody K
Drug	anti-vitamine k	1	4307387	Blood group antibody K
Drug	antiallergic	1	21605084	Other antiallergics
Drug	antiandrogens	1	35807206	Antiandrogen
Drug	antiarrhythmic	1	19135791	practolol
Drug	antiarrhythmic drugs	1	443371	Antiarrhythmic drug adverse reaction
Drug	antibacterial	1	35625637	Antibacterial
Drug	antibes	1	41931952	Antibes
Drug	antibiotic agents	1	4249827	Infection due to resistant bacteria
Drug	antibodies iga	1	4234288	Anti-IgA assay
Drug	antibody against interleukin 6	1	43012761	interleukin-6
Drug	antibody immunotherapy	1	4295112	Immunological therapy
Drug	antibody treatment	1	4288455	Antibody
Drug	anticancer treatments	1	40769051	"Do you take cortisone, prednisone, other steroids, or anticancer drugs, or have you had radiation treatments [PhenX]"
Drug	anticardiolipin	1	4166679	Cardiolipin antibody
Drug	anticholinergics	1	40796097	Anticholinergic
Drug	anticholinesterase drugs	1	21604803	Anticholinesterases
Drug	anticipate	1	45880431	Anticipated
Drug	anticipated death	1	44802115	Notification to primary care out of hours service of anticipated death
Drug	anticipated intubation	1	45880431	Anticipated
Drug	anticipated treatment	1	45880431	Anticipated
Drug	anticoagulant use	1	4124758	Use of anticoagulation
Drug	anticoagulant/antithrombotic therapy	1	4056822	Anticoagulant therapy
Drug	anticoagulants *	1	358034	Anticoagulation
Drug	anticonvulsant treatment	1	4186908	Anticonvulsant therapy
Drug	antidepressive drugs	1	35608073	Antidepressant drug treatment started
Drug	antidiabetic drugs	1	443603	Adverse reaction to antidiabetic drug
Drug	antiepileptic agents	1	21604389	ANTIEPILEPTICS
Drug	antiepileptic drugs	1	21604389	ANTIEPILEPTICS
Drug	antifibrotic treatment	1	211098	Fistulization of sclera for glaucoma; trabeculectomy ab externo with scarring from previous ocular surgery or trauma (includes injection of antifibrotic agents)
Drug	antifungal azoles	1	4167299	Allergy to azole antifungal agent
Drug	antifungal treatment	1	45673248	NAILENE ANTIFUNGAL TREATMENT - tolnaftate liquid
Drug	antigen positive	1	46273315	Campylobacter antigen positive
Drug	antihypertensive drugs	1	4169347	Allergy to vasodilator
Drug	antihypertensive medication verapamil	1	4627147	Antihypertensive agent surveillance done
Drug	antimalarial	1	35624411	Antimalarial
Drug	antimalarial drugs	1	4225038	Antimalarial prophylaxis
Drug	antimalarial treatment	1	35624411	Antimalarial
Drug	antimetabolite agents	1	42536189	Antimetabolite
Drug	antimicrobial agents	1	4588805	"Susceptibility studies, antimicrobial agent"
Drug	antimicrobial medications	1	765645	Antimicrobial medication monitoring
Drug	antineoplastic	1	72401	ANTINEOPLASTICS
Drug	antineoplastic agents	1	21601387	ANTINEOPLASTIC AGENTS
Drug	antinuclear antibody	1	4163958	Antinuclear antibody
Drug	antiobiotics	1	44358376	TRIPLE ANTIOBIOTIC - triple antibiotic ointment ointment
Drug	antioxidant supplement	1	4331893	Food antioxidant
Drug	antiparasitic drugs	1	4150981	Drug resistance
Drug	antiplatelet drug	1	1035015	Antiplatelet
Drug	antiplatelet drugs	1	1035015	Antiplatelet
Drug	antiproliferative agents	1	4126018	Agent
Drug	antipsychotic agent	1	35622613	Dihydrocarbostyril derivative
Drug	antipsychotic drugs	1	4256634	Antipsychotic drug therapy
Drug	antipsychotic trifluoperazine	1	704984	trifluoperazine
Drug	antipyretic or analgesic	1	443209	Antipyretic poisoning
Drug	antipyretics or painkillers	1	443209	Antipyretic poisoning
Drug	antirejection agents	1	4126018	Agent
Drug	antirejection medications	1	4250324	Medical
Drug	antiretroviral agents	1	35625641	Antiretroviral
Drug	antiretroviral treatment	1	4260907	Drug therapy status
Drug	antisars-cov-2 antibodies	1	757679	SARS-CoV-2 (COVID19) neutralizing antibody [Titer] in Serum by pVNT
Drug	antiseizure medications	1	45763504	Antiseizure brain electrical stimulation system
Drug	antithrombin	1	1436169	antithrombin III
Drug	antithrombin iii	1	1436169	antithrombin III
Drug	antithrombotic therapy	1	40664842	Antithrombotic therapy prescribed at discharge
Drug	antithrombotics or antiplatelet agents	1	35807468	Antiplatelet agent
Drug	antiviral agent	1	724252	OPHTHALMOLOGICAL ANTIVIRAL AGENTS
Drug	antiviral drug	1	44378	Poisoning by antiviral drug
Drug	antiviral eradication therapy	1	4085244	Helicobacter eradication therapy
Drug	antiviral investigational agent	1	724252	OPHTHALMOLOGICAL ANTIVIRAL AGENTS
Drug	antiviral medication	1	35625639	Antiviral
Drug	antiviral therapies	1	4140762	Antiviral therapy
Drug	antiviral treatments	1	44810376	Hepatitis C antiviral treatment completed
Drug	antrodia camphorata - containing products	1	42537319	Antrodia
Drug	anxiolytic	1	21604564	ANXIOLYTICS
Drug	any treatment drug for 2019-ncov	1	37311065	2019-nCoV
Drug	apalutamide	1	963987	apalutamide
Drug	approved agents	1	4317974	Approved
Drug	approved passive antibodies	1	4317974	Approved
Drug	approved sars-cov-2 vaccine	1	703439	Taking of swab for SARS-CoV-2
Drug	april	1	1704839	triclosan 3 MG/ML Topical Cream
Drug	4/20/20 0:00	1	1704839	triclosan 3 MG/ML Topical Cream
Drug	aprotinin	1	19000729	aprotinin
Drug	arabic	1	38003616	Arab
Drug	arava	1	1101922	leflunomide 10 MG Oral Tablet [Arava]
Drug	arcalyst ®	1	19023472	rilonacept 220 MG Injection
Drug	argenteuil	1	41915407	Argenteuil
Drug	argentina	1	407375	Argentina
Drug	aricept	1	35629218	Aricept
Drug	arsenic trioxide	1	1333379	arsenic trioxide
Drug	artemisia annua	1	4013893	Artemisia annua
Drug	arthralgia	1	77074	Joint pain
Drug	ascorbic acid	1	19011773	ascorbic acid
Drug	asenapine	1	40164052	asenapine
Drug	atarax	1	36236483	Atarax Pill
Drug	atezolizumab	1	42629079	atezolizumab
Drug	ati-450	1	4016036	Salmonella Ati
Drug	aubagio ™	1	42900587	teriflunomide 14 MG Oral Tablet [Aubagio]
Drug	authorization ( eua ) - approved treatments	1	3006449	"Skilled nursing treatment plan, Author of treatment plan Set"
Drug	avoid qt-interval prolonging agents	1	4008859	Prolonged QT interval
Drug	azole antifungal	1	4167299	Allergy to azole antifungal agent
Drug	b-cell depleting medications	1	412292	T-cell depleted allogeneic bone marrow graft
Drug	bacille calmette-guérin	1	19086176	"BCG, live, Tice strain"
Drug	bacille calmette-guérin vaccine	1	19086176	"BCG, live, Tice strain"
Drug	bacillus sp. eb05	1	4078952	Bacillus sp
Drug	bactrim	1	36222212	Bactrim Pill
Drug	ballard	1	42036345	Ballard
Drug	baseline alanine aminotransferase	1	4211515	Alanine aminotransferase
Drug	beclomethasone	1	1115572	beclomethasone
Drug	belfort	1	41929442	Belfort
Drug	benzodiazepine analogues	1	35807237	Benzodiazepine
Drug	benzyl alcohol	1	919681	benzyl alcohol
Drug	bergamo	1	4198729	Bergamo
Drug	berlin definition	1	4129644	Definitive
Drug	beta blocker	1	4047983	Beta blocker indicated
Drug	beta blockers	1	4047983	Beta blocker indicated
Drug	beta-agonists	1	4162322	Beta-adrenoceptor agonist poisoning
Drug	beta-blockers	1	4047983	Beta blocker indicated
Drug	bilateral infiltrates	1	761569	Infiltrate of cornea of bilateral eyes
Drug	biologic disease-modifying drugs	1	426843	Disease modifying antirheumatic drug monitoring
Drug	biologic immunosuppressive agent	1	4019381	Biological substance
Drug	biological products	1	35807483	Biologic product
Drug	biological treatments	1	4211478	Biological treatment
Drug	biologicals	1	4029802	Biologic
Drug	biologists	1	4217015	Biologist
Drug	bisoprolol	1	1338005	bisoprolol
Drug	bispecific antibodies	1	35807364	Bispecific antibody medication
Drug	blood-derived drugs	1	4179735	Blood derivative overdose
Drug	blood/plasma products	1	4225264	"Human plasma, blood product"
Drug	bone marrow/organ transplant	1	4028623	Transplantation of bone marrow
Drug	borneol	1	43013518	borneol
Drug	bosentan	1	1321636	bosentan
Drug	bovine protein	1	4024408	Bovine shock protein antibody
Drug	bovine serum albumin	1	43532185	"serum albumin, bovine"
Drug	bp lowering drugs corticosteroid	1	4320041	Drug resistance to corticoids
