Title,Acronym,Status,Study Results,Phases,Funded Bys,URL,trial_id,outcome,study_type,study_design
The GCO-002 CACOVID-19 Cohort: a French Nationwide Multicenter Study of COVID-19 Infected Cancer Patients,CACOVID-19,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04397575,NCT04397575,"number of cases of sars-cov-2 infection and mortality rate directly related to the infection in patients being followed for digestive, thoracic, head and neck, gynecologic, cerebral, urologic or cutaneous cancer|number of cases of sars-cov-2 infection|percentage of severe and fatal forms.of cases of sars-cov-2 infection|social characteristics of individuals on treatment|link between socio-territorial determinants and the characteristics/severity of sars-cov-2 infection.",observational,observational model: cohort|time perspective: prospective
Innovative Tool to Limit Spread of SARS-CoV-2 in Residential Aged Care Facilities,nan,terminated,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04377165,NCT04377165,"to compare the hours of sick leave used over the course of the 4-week period post randomisation for each group|to compare handwashing behaviour|to compare self-testing rates|to compare the level of surface wipe down|to compare number of covid-19 tests completed in facilities|to compare the number of covid 19 infections in facilities|to compare the other types of outbreaks (flu, gastroenteritis)|to compare the awareness of covid 19 training available to workers in the facilities|to compare the awareness of ppe training available to workers in the facilities|to compare the levels of ppe material used in|to compare the wellbeing and self-efficacy of the two groups",interventional,allocation: randomized|intervention model: sequential assignment|masking: none (open label)|primary purpose: prevention
HCQ for Primary Prophylaxis Against COVID19 in Health-care Workers,nan,not yet recruiting,No Results Available,phase 3,Other,https://ClinicalTrials.gov/show/NCT04336748,NCT04336748,symptomatic or asymptomatic sars-cov-2 infection confirmed by pcr|viral load during sars-cov-2 infection|seroconversion during the study period|incidence of any acute respiratory infection|days of sick leave,interventional,"allocation: randomized|intervention model: parallel assignment|masking: triple (participant, care provider, investigator)|primary purpose: prevention"
Clinical Study of Arbidol Hydrochloride Tablets in the Treatment of Pneumonia Caused by Novel Coronavirus,nan,not yet recruiting,No Results Available,phase 4,Other,https://ClinicalTrials.gov/show/NCT04260594,NCT04260594,virus negative conversion rate in the first week|virus negative conversion rate|antipyretic rate|symptom relief time|finger oxygen improvement rate|disease progression rate|mortality rate|incidence of severe adverse reactions|change curve of peripheral blood lymphocyte count,interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
SARS-CoV-2 (COVID-19) and Surgery,nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04368026,NCT04368026,descriptive data on perceptions of current status of surgical wards during the pandemic and impact of the pandemic on conducting surgery.,observational,observational model: other|time perspective: cross-sectional
Postpartum Depression in the Covid-19 Pandemic and the Impact of Anaesthesia,nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04437342,NCT04437342,"correlation between the covid-19 pandemic and postpartum depression with epds scale (edinburgh postnatal depression scale)|correlation between the covid-19 pandemic, postpartum depression and type of anaesthesia (general, epidural, spinal, combined, epidural analgesia for vaginal delivery)|correlation between the covid-19 pandemic, postpartum depression and postpartum pain",observational,observational model: other|time perspective: prospective
Impact of Giving Birth During the Covid 19 Pandemia on Postnatal Women's Depression,DEPRECOVID,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04368208,NCT04368208,report postnatal depression between 4 of 6 weeks during the covid 19 pandemia|report factors associated with postnatal depression between 4 of 6 weeks during the covid 19 pandemia|describe the experience and the satisfaction about delivery during the covid 19 pandemia,observational,observational model: cohort|time perspective: prospective
Clinical Characteristics and Outcomes of Pediatric COVID-19,PERN-COVID-19,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04330261,NCT04330261,clinical characteristics of children with sars-cov-2|factors associated with severe covid-19 outcomes|health care resource utilization for covid-19 patient management|sensitivity and specificity of covid-19 case screening policies,observational,observational model: cohort|time perspective: prospective
COVID19 and Physical and Emotional Wellbeing of HCP,CoPE-HCP,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04433260,NCT04433260,"presence of anxiety at baseline|presence of depression at baseline|proportion of those who report a combined outcome of presence of anxiety or depression at the baseline as determined by screening questionnaires used.|change in proportion of who report a combined outcome of either presence of anxiety or depression from baseline to the end of study|change in the proportion of those who report signs and symptoms or evidence consistent with probable diagnosis of covid-19 from baseline to the end of study|change in prevalence of anxiety from baseline|change in prevalence of depression from baseline|prevalence of sleep-related issues at baseline|change in prevalence of sleep-related issues from baseline|prevalence of a combined outcome of presence of anyone of anxiety, depression or sleep related issues at baseline.|proportion of those with low mental wellbeing at baseline|change in proportion of those with low mental wellbeing from baseline to the end of study.|prevalence of those who report concern related to work-place practices.|change in the prevalence from baseline of those who report concern related to work-place practices.|change in behavioural habits, such as smoking and alcohol intake from baseline to the end of study|proportion of those who report signs and symptoms or evidence consistent with probable diagnosis of covid-19",observational,observational model: cohort|time perspective: cross-sectional
Virtual Pain Care Management (COVID-19),VCPM,not yet recruiting,No Results Available,not applicable,U.S. Fed,https://ClinicalTrials.gov/show/NCT04539821,NCT04539821,the percent of patients who agree to buprenorphine transfer|percent of complete tapering or bup transition,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: health services research
Levamisole and Isoprinosine in the Treatment of COVID19: A Proposed Therapeutic Trial,nan,not yet recruiting,No Results Available,phase 3,Other,https://ClinicalTrials.gov/show/NCT04383717,NCT04383717,covid 19 induced fever in both groups|covid 19 induced dyspnea in both groups|covid 19 viral load in both groups|laboratory clearance in both groups: crp in mg/dl,interventional,"allocation: randomized|intervention model: parallel assignment|masking: triple (participant, care provider, investigator)|primary purpose: treatment"
Assessment of the Effectiveness of Vibroacoustic Therapy for Respiratory Failure Caused by COVID 19,nan,recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04435353,NCT04435353,recovery respiratory fail,interventional,allocation: randomized|intervention model: parallel assignment|masking: single (outcomes assessor)|primary purpose: treatment
Covid-19 Epidemic on Acute Stroke Management,Stroke-Covid19,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04370197,NCT04370197,study of the effect of pandemic covid-19 on the management of stroke patients,observational,observational model: case-only|time perspective: other
Thrombosis Risk Assessment and Clinical Presentation of Covid-19 Pneumonia,Covid-19,not yet recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04423315,NCT04423315,length of hospital stay,observational,observational model: cohort|time perspective: retrospective
Efficacy of L. Plantarum and P. Acidilactici in Adults With SARS-CoV-2 and COVID-19,nan,recruiting,No Results Available,not applicable,Industry|Other,https://ClinicalTrials.gov/show/NCT04517422,NCT04517422,"severity progression of covid-19|stay at icu|mortality ratio|lung abnormalities|viral load|levels of immunoglobulins|gastrointestinal manifestations, where 0 means good health status and 5 worse status|fecal microbiome|adverse events|change on serum biomarkers",interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: other"
