interventionName,interventionID
personal protective testing booth [other],intervention_2996
psychological stress and adaptation at work score (psas) [diagnostic test],intervention_2997
pf-07304814 [drug],intervention_2998
customized questionnaire [other],intervention_2999
immunoglobulin [biological],intervention_3000
placebo (pb0) [drug],intervention_3001
"cannabis, medical [drug]",intervention_3002
recharge [behavioral],intervention_3003
self study [behavioral],intervention_3004
multicapillary column coupled ion mobility spectrometry [diagnostic test],intervention_3005
complete thrombophilic profile testing by multiplex pcr [genetic],intervention_3006
biological:oral polio vaccine [biological],intervention_3007
comparable placebo [biological],intervention_3008
na-831 [drug],intervention_3009
comparable placebo of drug [drug],intervention_3010
combination of oral polio vaccine and na-831 [combination product],intervention_3011
comparable placebo of oral polio vaccine and placebo of drug [combination product],intervention_3012
shared decision making [behavioral],intervention_3013
mesenchymal stem cell [biological],intervention_3014
nebulised heparin [drug],intervention_3015
two dose menacwy vaccine 4-12 weeks [biological],intervention_3016
nintedanib 150 mg [ofev] [drug],intervention_3017
lovenox 40 mg in 0.4 ml prefilled syringe [drug],intervention_3018
ultrasound of the lower limbs [device],intervention_3019
generalized anxiety disorder-7 (gad 7) [diagnostic test],intervention_3020
background questionnaire [diagnostic test],intervention_3021
impact of covid-19 questionnaire [diagnostic test],intervention_3022
confinement and communication during the covid-19 pandemic [diagnostic test],intervention_3023
mental health questionnaire [diagnostic test],intervention_3024
patient health questionnaire (phq-9) [diagnostic test],intervention_3025
post traumatic stress disorder questionnaire (ptsd-8) [diagnostic test],intervention_3026
experiences in close relationship scale questionnaire (ecr-s) [diagnostic test],intervention_3027
nil intervention [other],intervention_3028
antidiabetic treatment [other],intervention_3029
ultra brief online mindfulness-based intervention [behavioral],intervention_3030
nutritional support system (nss) [dietary supplement],intervention_3031
laboratory tests [diagnostic test],intervention_3032
orthopaedic surgical procedures [procedure],intervention_3033
morning yoga-based breathing support [behavioral],intervention_3034
pre_lunch yoga-based breathing support [behavioral],intervention_3035
pre_dinner yoga-based breathing support [behavioral],intervention_3036
maternal stress [other],intervention_3037
vitamin d3 or placebo [drug],intervention_3038
socialization [behavioral],intervention_3039
virtual group exercise [behavioral],intervention_3040
nutrition consult and protein supplementation [combination product],intervention_3041
medication review [behavioral],intervention_3042
online instruction [behavioral],intervention_3043
in-person instruction [behavioral],intervention_3044
video-based intervention [other],intervention_3045
testing of sars-cov-2 antibodies [diagnostic test],intervention_3046
"covid-19 igg / igm rapid test (whole blood, serum, plasma) [diagnostic test]",intervention_3047
choices and judgements [behavioral],intervention_3048
sars-cov-2 antibody test [diagnostic test],intervention_3049
hyperimmune immunoglobulin to sars-cov-2 (hivig) [drug],intervention_3050
"change in knowledge, motivation, skills, resources [behavioral]",intervention_3051
magnetic resonance imaging [diagnostic test],intervention_3052
not applicable (observational study) [other],intervention_3053
internet-based cognitive behavioral therapy [behavioral],intervention_3054
quality of life promotion [other],intervention_3055
colchicine 0.5 mg [drug],intervention_3056
written summary of rounds [behavioral],intervention_3057
mw33 injection [combination product],intervention_3058
mw33 injection placebo [combination product],intervention_3059
questionnaire completion [behavioral],intervention_3060
inhaled hydroxychloroquine [drug],intervention_3061
intranasal heparin sodium (porcine) [drug],intervention_3062
limbix spark [device],intervention_3063
psychoeducation [other],intervention_3064
polyoxidonium [drug],intervention_3065
personal protective equipment (ppe) [device],intervention_3066
no personal protective equipment (ppe) [device],intervention_3067
virtual reality [device],intervention_3068
covid visitation restrictions [other],intervention_3069
online kkh sports singapore program with usual care [behavioral],intervention_3070
self-focused acts [behavioral],intervention_3071
prosocial acts [behavioral],intervention_3072
eltrombopag [drug],intervention_3073
rhtpo [drug],intervention_3074
telesimulation [behavioral],intervention_3075
transitional online peer support group (n=20) [behavioral],intervention_3076
"control group (pharmacotherapy and/or psychotherapy, n=10) [other]",intervention_3077
assigned strategies:opt-in [behavioral],intervention_3078
assigned strategies:active choice [behavioral],intervention_3079
assigned strategies:enhanced active choice [behavioral],intervention_3080
choice of assignment:opt-in [behavioral],intervention_3081
choice of assignment:active choice [behavioral],intervention_3082
choice of assignment:enhanced active choice [behavioral],intervention_3083
"training for awareness, resilience, and action (tara) [behavioral]",intervention_3084
ruconest [drug],intervention_3085
compass [behavioral],intervention_3086
standard charity resources [behavioral],intervention_3087
"shingrix (zoster vaccine recombinant, adjuvanted) [biological]",intervention_3088
flucelvax [biological],intervention_3089
fluvirin [biological],intervention_3090
fluzone high dose [biological],intervention_3091
pioglitazone 30 mg [drug],intervention_3092
cvncov 6 œºg [biological],intervention_3093
cvncov 8 œºg [biological],intervention_3094
cvncov 8 œºg (4 œºg double dose) [biological],intervention_3095
hepatitis a vaccine [biological],intervention_3096
pneumococcal vaccine [biological],intervention_3097
cvncov (dose level confirmed in part 1) [biological],intervention_3098
arct-021 dose 4 [biological],intervention_3099
thoracic ct-scan [radiation],intervention_3100
optimized management of covid-19 positive kidney transplant recipients:single center experience from the middle east [other],intervention_3101
vib7734 [drug],intervention_3102
vcpm [other],intervention_3103
probiotics [dietary supplement],intervention_3104
co-mestring (co-coping) [behavioral],intervention_3105
vesta respirator [device],intervention_3106
conventional n95 respirator [device],intervention_3107
telehealth coaching sessions [behavioral],intervention_3108
adimrsc-2f [biological],intervention_3109
congenital malformation [other],intervention_3110
"symptomatology, treatment. daily activities and anxiety for cardiovascular patients survey (strata) [other]",intervention_3111
survey work [other],intervention_3112
increasing willingness and uptake of covid-19 testing and vaccination [behavioral],intervention_3113
brief behavioral activation with mental imagery [behavioral],intervention_3114
minimal attention control intervention [behavioral],intervention_3115
colgate periogard mouthwash [other],intervention_3116
colgate peroxyl mouthwash [other],intervention_3117
colgate total mouthwash [other],intervention_3118
placebo mouthwash (water) [other],intervention_3119
late dexamethazone [drug],intervention_3120
descartes 30 [biological],intervention_3121
chadox1 ncov-19 single dose [biological],intervention_3122
menacwy single dose [biological],intervention_3123
chadox1 ncov-19 two dose [biological],intervention_3124
menacwy two dose [biological],intervention_3125
ct-p59 [drug],intervention_3126
mindfulness-based cognitive therapy [behavioral],intervention_3127
muscle relaxation therapy [behavioral],intervention_3128
resilience program [behavioral],intervention_3129
brief skills for safer living [behavioral],intervention_3130
quantitative and qualitative assessments of mental health [diagnostic test],intervention_3131
medical record review - inpatient treatment [other],intervention_3132
online questionnaires [other],intervention_3133
psqi [other],intervention_3134
tape-software [device],intervention_3135
stress and emotion management [behavioral],intervention_3136
curosurf¬æ (poractant alfa) [drug],intervention_3137
therapeutic exercise and education [other],intervention_3138
video chat +personalized feedback [behavioral],intervention_3139
video chat + basic feedback [behavioral],intervention_3140
discussion board for social support +basic feedback [behavioral],intervention_3141
discussion board for social support+personalized feedback [behavioral],intervention_3142
mobile mental health app - 1 [behavioral],intervention_3143
mobile mental health app - 2 [behavioral],intervention_3144
mobile mental health app - 3 [behavioral],intervention_3145
mobile mental health app - 4 [behavioral],intervention_3146
mobile mental health app - 5 [behavioral],intervention_3147
mobile mental health app - 6 [behavioral],intervention_3148
mobile mental health app - 7 [behavioral],intervention_3149
mobile mental health app - 8 [behavioral],intervention_3150
mobile mental health app - 9 [behavioral],intervention_3151
mobile mental health app - 10 [behavioral],intervention_3152
biological/vaccine:recombinant new coronavirus vaccine (cho cell) low-dose group [biological],intervention_3153
biological/vaccine:recombinant new coronavirus vaccine (cho cells) high-dose group [biological],intervention_3154
biological/vaccine:recombinant new coronavirus vaccine (cho cells) placebo group [biological],intervention_3155
e-ink screen [device],intervention_3156
treatment as usual [behavioral],intervention_3157
telehealth phone calls [behavioral],intervention_3158
volunteer of tip-oa program [other],intervention_3159
stakeholder of tip-oa program [other],intervention_3160
favicovir 200 mg film tablet [drug],intervention_3161
favira 200 mg film tablet [drug],intervention_3162
fiberoptic bronchoscopy (fob) [procedure],intervention_3163
bronchoalveolar lavage (bal) [procedure],intervention_3164
electrical impedance tomography (eit) [diagnostic test],intervention_3165
